 נתונים היסטוריים  - תוך יומי ת"א-35,,,
נכון ל- 08/08/2018 17:24:51
שעה,מדד אחרון,שלב מסחר,שינוי (%)
17:24:51,1598.21,ק,-0.54
17:14:07,1598.32,,-0.54
17:13:52,1598.70,,-0.51
17:13:37,1598.73,,-0.51
17:13:22,1598.66,,-0.52
17:13:07,1597.99,,-0.56
17:12:52,1597.88,,-0.57
17:12:37,1597.77,,-0.57
17:12:22,1597.95,,-0.56
17:12:07,1598.04,,-0.56
17:11:52,1597.91,,-0.56
17:11:37,1597.77,,-0.57
17:11:22,1597.61,,-0.58
17:11:07,1598.10,,-0.55
17:10:52,1598.17,,-0.55
17:10:37,1597.89,,-0.56
17:10:22,1597.69,,-0.58
17:10:07,1597.88,,-0.57
17:09:52,1597.90,,-0.56
17:09:37,1598.01,,-0.56
17:09:22,1597.69,,-0.58
17:09:07,1597.49,,-0.59
17:08:52,1597.93,,-0.56
17:08:37,1598.26,,-0.54
17:08:22,1597.73,,-0.57
17:08:07,1597.95,,-0.56
17:07:52,1597.92,,-0.56
17:07:37,1597.86,,-0.57
17:07:22,1598.10,,-0.55
17:07:07,1598.08,,-0.55
17:06:52,1597.49,,-0.59
17:06:37,1597.33,,-0.60
17:06:22,1597.56,,-0.58
17:06:07,1597.63,,-0.58
17:05:52,1597.59,,-0.58
17:05:37,1597.91,,-0.56
17:05:22,1597.96,,-0.56
17:05:07,1598.06,,-0.55
17:04:52,1598.44,,-0.53
17:04:37,1597.65,,-0.58
17:04:22,1597.64,,-0.58
17:04:07,1597.94,,-0.56
17:03:52,1597.33,,-0.60
17:03:37,1597.43,,-0.59
17:03:22,1597.91,,-0.56
17:03:07,1597.77,,-0.57
17:02:52,1598.07,,-0.55
17:02:37,1597.85,,-0.57
17:02:22,1597.98,,-0.56
17:02:07,1597.14,,-0.61
17:01:52,1597.02,,-0.62
17:01:37,1597.62,,-0.58
17:01:22,1597.96,,-0.56
17:01:07,1597.91,,-0.56
17:00:52,1598.14,,-0.55
17:00:37,1598.19,,-0.55
17:00:22,1598.17,,-0.55
17:00:07,1598.15,,-0.55
16:59:52,1598.68,,-0.52
16:59:37,1597.72,,-0.57
16:59:22,1597.85,,-0.57
16:59:07,1598.14,,-0.55
16:58:52,1598.30,,-0.54
16:58:37,1598.07,,-0.55
16:58:22,1598.47,,-0.53
16:58:07,1597.79,,-0.57
16:57:52,1598.01,,-0.56
16:57:37,1597.97,,-0.56
16:57:22,1598.09,,-0.55
16:57:07,1598.67,,-0.52
16:56:52,1598.61,,-0.52
16:56:37,1598.63,,-0.52
16:56:22,1598.76,,-0.51
16:56:07,1598.91,,-0.50
16:55:52,1599.07,,-0.49
16:55:37,1599.02,,-0.49
16:55:22,1599.09,,-0.49
16:55:07,1599.00,,-0.50
16:54:52,1599.25,,-0.48
16:54:37,1599.17,,-0.48
16:54:22,1599.45,,-0.47
16:54:07,1599.19,,-0.48
16:53:52,1599.12,,-0.49
16:53:37,1599.44,,-0.47
16:53:22,1599.74,,-0.45
16:53:07,1599.98,,-0.43
16:52:52,1600.14,,-0.42
16:52:37,1599.91,,-0.44
16:52:22,1599.98,,-0.43
16:52:07,1599.80,,-0.45
16:51:52,1599.80,,-0.45
16:51:37,1599.73,,-0.45
16:51:22,1600.20,,-0.42
16:51:07,1600.11,,-0.43
16:50:52,1599.86,,-0.44
16:50:37,1599.57,,-0.46
16:50:22,1599.99,,-0.43
16:50:07,1599.59,,-0.46
16:49:52,1599.78,,-0.45
16:49:37,1599.93,,-0.44
16:49:22,1599.93,,-0.44
16:49:07,1599.95,,-0.44
16:48:52,1599.72,,-0.45
16:48:37,1599.47,,-0.47
16:48:22,1599.13,,-0.49
16:48:07,1599.34,,-0.47
16:47:52,1599.08,,-0.49
16:47:37,1598.81,,-0.51
16:47:22,1598.74,,-0.51
16:47:07,1598.77,,-0.51
16:46:52,1599.06,,-0.49
16:46:37,1599.30,,-0.48
16:46:22,1598.95,,-0.50
16:46:07,1599.22,,-0.48
16:45:52,1599.21,,-0.48
16:45:37,1599.17,,-0.48
16:45:22,1599.17,,-0.48
16:45:07,1598.99,,-0.50
16:44:52,1599.15,,-0.49
16:44:37,1599.06,,-0.49
16:44:22,1599.26,,-0.48
16:44:07,1599.13,,-0.49
16:43:52,1599.00,,-0.50
16:43:37,1598.98,,-0.50
16:43:22,1598.87,,-0.50
16:43:07,1599.15,,-0.49
16:42:52,1599.09,,-0.49
16:42:37,1598.93,,-0.50
16:42:22,1599.24,,-0.48
16:42:07,1599.18,,-0.48
16:41:52,1599.50,,-0.46
16:41:37,1599.49,,-0.46
16:41:22,1599.63,,-0.46
16:41:07,1599.66,,-0.45
16:40:52,1599.47,,-0.47
16:40:37,1599.33,,-0.47
16:40:22,1599.28,,-0.48
16:40:07,1599.53,,-0.46
16:39:52,1599.68,,-0.45
16:39:37,1599.85,,-0.44
16:39:22,1599.64,,-0.46
16:39:07,1599.81,,-0.44
16:38:52,1599.75,,-0.45
16:38:37,1599.95,,-0.44
16:38:22,1599.63,,-0.46
16:38:07,1599.27,,-0.48
16:37:52,1599.55,,-0.46
16:37:37,1599.64,,-0.46
16:37:22,1600.01,,-0.43
16:37:07,1600.21,,-0.42
16:36:52,1600.06,,-0.43
16:36:37,1600.66,,-0.39
16:36:22,1601.02,,-0.37
16:36:07,1601.14,,-0.36
16:35:52,1601.41,,-0.35
16:35:37,1601.23,,-0.36
16:35:22,1600.89,,-0.38
16:35:07,1600.42,,-0.41
16:34:52,1600.32,,-0.41
16:34:37,1600.15,,-0.42
16:34:22,1599.46,,-0.47
16:34:07,1599.81,,-0.44
16:33:52,1599.30,,-0.48
16:33:37,1599.81,,-0.44
16:33:22,1600.17,,-0.42
16:33:07,1600.19,,-0.42
16:32:52,1599.16,,-0.49
16:32:37,1599.45,,-0.47
16:32:22,1598.50,,-0.53
16:32:07,1598.18,,-0.55
16:31:52,1598.51,,-0.53
16:31:37,1598.18,,-0.55
16:31:22,1598.42,,-0.53
16:31:07,1598.41,,-0.53
16:30:52,1599.09,,-0.49
16:30:37,1599.44,,-0.47
16:30:22,1598.90,,-0.50
16:30:07,1599.47,,-0.47
16:29:52,1600.29,,-0.42
16:29:37,1600.26,,-0.42
