 נתונים היסטוריים  - תוך יומי ת"א-35,,,
נכון ל- 12/08/2018 16:24:42
שעה,מדד אחרון,שלב מסחר,שינוי (%)
16:24:42,1587.32,ק,-0.16
16:13:59,1586.26,,-0.23
16:13:44,1586.25,,-0.23
16:13:29,1586.27,,-0.22
16:13:14,1586.59,,-0.20
16:12:59,1586.57,,-0.21
16:12:44,1586.58,,-0.21
16:12:29,1586.61,,-0.20
16:12:14,1586.61,,-0.20
16:11:59,1586.66,,-0.20
16:11:44,1586.62,,-0.20
16:11:29,1586.63,,-0.20
16:11:14,1586.70,,-0.20
16:10:59,1586.77,,-0.19
16:10:44,1586.74,,-0.19
16:10:29,1586.58,,-0.21
16:10:14,1586.58,,-0.21
16:09:59,1586.25,,-0.23
16:09:44,1586.25,,-0.23
16:09:29,1586.21,,-0.23
16:09:14,1586.21,,-0.23
16:08:59,1586.18,,-0.23
16:08:44,1586.12,,-0.23
16:08:29,1586.08,,-0.24
16:08:14,1586.03,,-0.24
16:07:59,1585.96,,-0.24
16:07:44,1585.99,,-0.24
16:07:29,1585.94,,-0.25
16:07:14,1585.94,,-0.25
16:06:59,1585.81,,-0.25
16:06:44,1585.76,,-0.26
16:06:29,1585.81,,-0.25
16:06:14,1585.80,,-0.25
16:05:59,1585.79,,-0.25
16:05:44,1585.68,,-0.26
16:05:29,1585.68,,-0.26
16:05:14,1585.61,,-0.27
16:04:59,1585.66,,-0.26
16:04:44,1585.69,,-0.26
16:04:29,1585.69,,-0.26
16:04:14,1585.69,,-0.26
16:03:59,1585.77,,-0.26
16:03:44,1585.83,,-0.25
16:03:29,1585.90,,-0.25
16:03:14,1586.08,,-0.24
16:02:59,1585.91,,-0.25
16:02:44,1585.95,,-0.24
16:02:29,1585.85,,-0.25
16:02:14,1586.07,,-0.24
16:01:59,1586.07,,-0.24
16:01:44,1586.12,,-0.23
16:01:29,1586.12,,-0.23
16:01:14,1586.05,,-0.24
16:00:59,1586.10,,-0.24
16:00:44,1586.11,,-0.23
16:00:29,1586.11,,-0.23
16:00:14,1586.13,,-0.23
15:59:59,1586.13,,-0.23
15:59:44,1586.15,,-0.23
15:59:29,1585.94,,-0.25
15:59:14,1585.99,,-0.24
15:58:59,1585.91,,-0.25
15:58:44,1585.99,,-0.24
15:58:29,1585.99,,-0.24
15:58:14,1585.99,,-0.24
15:57:59,1586.05,,-0.24
15:57:44,1586.09,,-0.24
15:57:29,1586.13,,-0.23
15:57:14,1586.17,,-0.23
15:56:59,1586.18,,-0.23
15:56:44,1586.26,,-0.23
15:56:29,1586.42,,-0.22
15:56:14,1586.42,,-0.22
15:55:59,1586.64,,-0.20
15:55:44,1586.71,,-0.20
15:55:29,1586.69,,-0.20
15:55:14,1586.82,,-0.19
15:54:59,1586.78,,-0.19
15:54:44,1586.74,,-0.19
15:54:29,1586.76,,-0.19
15:54:14,1586.79,,-0.19
15:53:59,1586.77,,-0.19
15:53:44,1586.45,,-0.21
15:53:29,1586.61,,-0.20
15:53:14,1586.62,,-0.20
15:52:59,1586.66,,-0.20
15:52:44,1586.71,,-0.20
15:52:29,1586.92,,-0.18
15:52:14,1587.07,,-0.17
15:51:59,1587.07,,-0.17
15:51:44,1587.07,,-0.17
15:51:29,1587.26,,-0.16
15:51:14,1587.29,,-0.16
15:50:59,1587.33,,-0.16
15:50:44,1587.33,,-0.16
15:50:29,1587.34,,-0.16
15:50:14,1587.30,,-0.16
15:49:59,1587.32,,-0.16
15:49:44,1587.51,,-0.15
15:49:29,1587.40,,-0.15
15:49:14,1587.44,,-0.15
15:48:59,1587.39,,-0.15
15:48:44,1587.34,,-0.16
15:48:29,1587.34,,-0.16
15:48:14,1587.34,,-0.16
15:47:59,1587.38,,-0.15
15:47:44,1587.38,,-0.15
15:47:29,1587.31,,-0.16
15:47:14,1587.38,,-0.15
15:46:59,1587.44,,-0.15
15:46:44,1587.44,,-0.15
15:46:29,1587.49,,-0.15
15:46:14,1587.45,,-0.15
15:45:59,1587.43,,-0.15
15:45:44,1587.45,,-0.15
15:45:29,1587.40,,-0.15
15:45:14,1587.40,,-0.15
15:44:59,1587.58,,-0.14
15:44:44,1587.64,,-0.14
15:44:29,1587.43,,-0.15
15:44:14,1587.41,,-0.15
15:43:59,1587.35,,-0.16
15:43:44,1587.38,,-0.15
15:43:29,1587.48,,-0.15
15:43:14,1587.45,,-0.15
15:42:59,1587.41,,-0.15
15:42:44,1587.29,,-0.16
15:42:29,1587.33,,-0.16
15:42:14,1587.20,,-0.17
15:41:59,1587.07,,-0.17
15:41:44,1587.07,,-0.17
15:41:29,1587.22,,-0.16
15:41:14,1587.14,,-0.17
15:40:59,1587.15,,-0.17
15:40:44,1587.24,,-0.16
15:40:29,1587.26,,-0.16
15:40:14,1587.32,,-0.16
15:39:59,1587.29,,-0.16
15:39:44,1587.30,,-0.16
15:39:29,1587.24,,-0.16
15:39:14,1587.24,,-0.16
15:38:59,1587.29,,-0.16
15:38:44,1587.31,,-0.16
15:38:29,1587.30,,-0.16
15:38:14,1587.24,,-0.16
15:37:59,1587.24,,-0.16
15:37:44,1587.24,,-0.16
15:37:29,1587.25,,-0.16
15:37:14,1587.27,,-0.16
15:36:59,1587.27,,-0.16
15:36:44,1587.27,,-0.16
15:36:29,1587.27,,-0.16
15:36:14,1587.27,,-0.16
15:35:59,1587.23,,-0.16
15:35:44,1587.22,,-0.16
15:35:29,1587.21,,-0.17
15:35:14,1587.27,,-0.16
15:34:59,1587.28,,-0.16
15:34:44,1587.29,,-0.16
15:34:29,1587.29,,-0.16
15:34:14,1587.37,,-0.16
15:33:59,1587.37,,-0.16
15:33:44,1587.31,,-0.16
15:33:29,1587.34,,-0.16
15:33:14,1587.31,,-0.16
15:32:59,1587.26,,-0.16
15:32:44,1587.09,,-0.17
15:32:29,1587.11,,-0.17
15:32:14,1587.08,,-0.17
15:31:59,1587.11,,-0.17
15:31:44,1587.11,,-0.17
15:31:29,1587.11,,-0.17
15:31:14,1587.11,,-0.17
15:30:59,1587.15,,-0.17
15:30:44,1587.15,,-0.17
15:30:29,1587.15,,-0.17
15:30:14,1587.24,,-0.16
15:29:59,1587.24,,-0.16
15:29:44,1587.28,,-0.16
15:29:29,1587.30,,-0.16
15:29:14,1587.44,,-0.15
15:28:59,1587.44,,-0.15
15:28:44,1587.45,,-0.15
15:28:29,1587.45,,-0.15
15:28:14,1587.61,,-0.14
15:27:59,1587.69,,-0.14
15:27:44,1587.73,,-0.13
15:27:29,1587.73,,-0.13
15:27:14,1587.60,,-0.14
15:26:59,1587.46,,-0.15
15:26:44,1587.44,,-0.15
15:26:29,1587.31,,-0.16
15:26:14,1587.22,,-0.16
15:25:59,1587.21,,-0.17
15:25:44,1587.14,,-0.17
15:25:29,1587.12,,-0.17
15:25:14,1587.12,,-0.17
15:24:59,1587.19,,-0.17
15:24:44,1587.16,,-0.17
15:24:29,1587.16,,-0.17
15:24:14,1587.23,,-0.16
15:23:59,1587.32,,-0.16
15:23:44,1587.33,,-0.16
15:23:29,1587.35,,-0.16
15:23:14,1587.26,,-0.16
15:22:59,1587.27,,-0.16
15:22:44,1587.16,,-0.17
15:22:29,1587.19,,-0.17
15:22:14,1587.21,,-0.17
15:21:59,1587.21,,-0.17
15:21:44,1587.29,,-0.16
15:21:29,1587.28,,-0.16
15:21:14,1587.19,,-0.17
15:20:59,1587.33,,-0.16
15:20:44,1587.41,,-0.15
15:20:29,1587.32,,-0.16
15:20:14,1587.37,,-0.16
15:19:59,1587.55,,-0.14
15:19:44,1587.69,,-0.14
15:19:29,1587.59,,-0.14
15:19:14,1587.72,,-0.13
15:18:59,1587.76,,-0.13
15:18:44,1587.72,,-0.13
15:18:29,1587.88,,-0.12
15:18:14,1587.84,,-0.13
15:17:59,1587.84,,-0.13
15:17:44,1588.10,,-0.11
15:17:29,1588.11,,-0.11
15:17:14,1588.14,,-0.11
15:16:59,1588.14,,-0.11
15:16:44,1588.12,,-0.11
15:16:29,1588.12,,-0.11
15:16:14,1588.12,,-0.11
15:15:59,1588.10,,-0.11
15:15:44,1588.11,,-0.11
15:15:29,1588.19,,-0.10
15:15:14,1588.32,,-0.10
15:14:59,1588.41,,-0.09
15:14:44,1588.41,,-0.09
15:14:29,1588.26,,-0.10
15:14:14,1588.20,,-0.10
15:13:59,1588.21,,-0.10
15:13:44,1588.24,,-0.10
15:13:29,1588.23,,-0.10
15:13:14,1588.18,,-0.10
15:12:59,1588.29,,-0.10
15:12:44,1588.34,,-0.09
15:12:29,1588.33,,-0.09
15:12:14,1588.43,,-0.09
15:11:59,1588.37,,-0.09
15:11:44,1588.34,,-0.09
15:11:29,1588.37,,-0.09
15:11:14,1588.49,,-0.08
15:10:59,1588.45,,-0.09
15:10:44,1588.49,,-0.08
15:10:29,1588.57,,-0.08
15:10:14,1588.63,,-0.08
15:09:59,1588.52,,-0.08
15:09:44,1588.56,,-0.08
15:09:29,1588.55,,-0.08
15:09:14,1588.55,,-0.08
15:08:59,1588.50,,-0.08
15:08:44,1588.48,,-0.09
15:08:29,1588.49,,-0.08
15:08:14,1588.39,,-0.09
15:07:59,1588.25,,-0.10
15:07:44,1588.24,,-0.10
15:07:29,1588.23,,-0.10
15:07:14,1588.20,,-0.10
15:06:59,1588.20,,-0.10
15:06:44,1588.08,,-0.11
15:06:29,1588.08,,-0.11
15:06:14,1588.15,,-0.11
15:05:59,1588.10,,-0.11
15:05:44,1588.24,,-0.10
15:05:29,1588.24,,-0.10
15:05:14,1588.32,,-0.10
15:04:59,1588.28,,-0.10
15:04:44,1588.26,,-0.10
15:04:29,1588.24,,-0.10
15:04:14,1588.10,,-0.11
15:03:59,1588.10,,-0.11
15:03:44,1588.14,,-0.11
15:03:29,1587.90,,-0.12
15:03:14,1587.64,,-0.14
15:02:59,1587.76,,-0.13
15:02:44,1587.76,,-0.13
15:02:29,1587.60,,-0.14
15:02:14,1587.50,,-0.15
15:01:59,1587.56,,-0.14
15:01:44,1587.57,,-0.14
15:01:29,1587.59,,-0.14
15:01:14,1587.67,,-0.14
15:00:59,1587.65,,-0.14
15:00:44,1587.56,,-0.14
15:00:29,1587.56,,-0.14
15:00:14,1587.56,,-0.14
14:59:59,1587.63,,-0.14
14:59:44,1587.60,,-0.14
14:59:29,1587.49,,-0.15
14:59:14,1587.40,,-0.15
14:58:59,1587.42,,-0.15
14:58:44,1587.43,,-0.15
14:58:29,1587.55,,-0.14
14:58:14,1587.62,,-0.14
14:57:59,1587.50,,-0.15
14:57:44,1587.63,,-0.14
14:57:29,1587.63,,-0.14
14:57:14,1587.63,,-0.14
14:56:59,1587.63,,-0.14
14:56:44,1587.60,,-0.14
14:56:29,1587.60,,-0.14
14:56:14,1587.59,,-0.14
14:55:59,1587.57,,-0.14
14:55:44,1587.57,,-0.14
14:55:29,1587.70,,-0.13
14:55:14,1587.70,,-0.13
14:54:59,1587.65,,-0.14
14:54:44,1587.63,,-0.14
14:54:29,1587.63,,-0.14
14:54:14,1587.52,,-0.15
14:53:59,1587.68,,-0.14
14:53:44,1587.68,,-0.14
14:53:29,1587.68,,-0.14
14:53:14,1587.55,,-0.14
14:52:59,1587.73,,-0.13
14:52:44,1587.77,,-0.13
14:52:29,1587.53,,-0.15
14:52:14,1587.54,,-0.14
14:51:59,1587.54,,-0.14
14:51:44,1587.59,,-0.14
14:51:29,1587.69,,-0.14
14:51:14,1587.58,,-0.14
14:50:59,1587.58,,-0.14
14:50:44,1587.58,,-0.14
14:50:29,1587.73,,-0.13
14:50:14,1587.65,,-0.14
14:49:59,1587.62,,-0.14
14:49:44,1587.63,,-0.14
14:49:29,1587.63,,-0.14
14:49:14,1587.63,,-0.14
14:48:59,1587.58,,-0.14
14:48:44,1587.37,,-0.16
14:48:29,1587.38,,-0.15
14:48:14,1587.37,,-0.16
14:47:59,1587.37,,-0.16
14:47:44,1587.37,,-0.16
14:47:29,1587.37,,-0.16
14:47:14,1587.40,,-0.15
14:46:59,1587.38,,-0.15
14:46:44,1587.38,,-0.15
14:46:29,1587.65,,-0.14
14:46:14,1587.85,,-0.13
14:45:59,1587.82,,-0.13
14:45:44,1587.95,,-0.12
14:45:29,1587.85,,-0.13
14:45:14,1587.88,,-0.12
14:44:59,1587.83,,-0.13
14:44:44,1587.83,,-0.13
14:44:29,1587.88,,-0.12
14:44:14,1588.03,,-0.11
14:43:59,1588.15,,-0.11
14:43:44,1588.26,,-0.10
14:43:29,1588.28,,-0.10
14:43:14,1588.23,,-0.10
14:42:59,1588.22,,-0.10
14:42:44,1588.30,,-0.10
14:42:29,1588.43,,-0.09
14:42:14,1588.40,,-0.09
14:41:59,1588.48,,-0.09
14:41:44,1588.48,,-0.09
14:41:29,1588.40,,-0.09
14:41:14,1588.45,,-0.09
14:40:59,1588.56,,-0.08
14:40:44,1588.54,,-0.08
14:40:29,1588.58,,-0.08
14:40:14,1588.54,,-0.08
14:39:59,1588.50,,-0.08
14:39:44,1587.67,,-0.14
14:39:29,1587.99,,-0.12
14:39:14,1587.78,,-0.13
14:38:59,1587.62,,-0.14
14:38:44,1587.60,,-0.14
14:38:29,1587.46,,-0.15
14:38:14,1587.55,,-0.14
14:37:59,1587.58,,-0.14
14:37:44,1587.58,,-0.14
14:37:29,1587.65,,-0.14
14:37:14,1587.66,,-0.14
14:36:59,1587.66,,-0.14
14:36:44,1587.35,,-0.16
14:36:29,1587.37,,-0.16
14:36:14,1587.27,,-0.16
14:35:59,1587.27,,-0.16
14:35:44,1587.25,,-0.16
14:35:29,1587.08,,-0.17
14:35:14,1587.12,,-0.17
14:34:59,1587.28,,-0.16
14:34:44,1587.34,,-0.16
14:34:29,1587.46,,-0.15
14:34:14,1587.45,,-0.15
14:33:59,1587.52,,-0.15
14:33:44,1587.53,,-0.15
14:33:29,1587.56,,-0.14
14:33:14,1587.52,,-0.15
14:32:59,1587.51,,-0.15
14:32:44,1587.24,,-0.16
14:32:29,1587.24,,-0.16
14:32:14,1587.21,,-0.17
14:31:59,1586.90,,-0.18
14:31:44,1587.14,,-0.17
14:31:29,1587.12,,-0.17
14:31:14,1587.05,,-0.18
14:30:59,1587.06,,-0.17
14:30:44,1586.96,,-0.18
14:30:29,1586.96,,-0.18
14:30:14,1586.95,,-0.18
14:29:59,1587.11,,-0.17
14:29:44,1587.16,,-0.17
14:29:29,1587.16,,-0.17
14:29:14,1587.10,,-0.17
14:28:59,1587.02,,-0.18
14:28:44,1587.11,,-0.17
14:28:29,1587.19,,-0.17
14:28:14,1587.19,,-0.17
14:27:59,1587.22,,-0.16
14:27:44,1587.25,,-0.16
14:27:29,1587.16,,-0.17
14:27:14,1587.20,,-0.17
14:26:59,1586.93,,-0.18
14:26:44,1586.99,,-0.18
14:26:29,1587.23,,-0.16
14:26:14,1587.24,,-0.16
14:25:59,1587.38,,-0.15
14:25:44,1587.33,,-0.16
14:25:29,1587.34,,-0.16
14:25:14,1587.31,,-0.16
14:24:59,1587.18,,-0.17
14:24:44,1587.18,,-0.17
14:24:29,1586.90,,-0.18
14:24:14,1586.86,,-0.19
14:23:59,1586.86,,-0.19
14:23:44,1586.90,,-0.18
14:23:29,1586.92,,-0.18
14:23:14,1586.91,,-0.18
14:22:59,1586.80,,-0.19
14:22:44,1586.78,,-0.19
14:22:29,1586.90,,-0.18
14:22:14,1586.90,,-0.18
14:21:59,1586.90,,-0.18
14:21:44,1586.97,,-0.18
14:21:29,1586.92,,-0.18
14:21:14,1586.89,,-0.19
14:20:59,1586.89,,-0.19
14:20:44,1586.85,,-0.19
14:20:29,1586.95,,-0.18
14:20:14,1586.94,,-0.18
14:19:59,1586.88,,-0.19
14:19:44,1586.73,,-0.20
14:19:29,1586.88,,-0.19
14:19:14,1587.03,,-0.18
14:18:59,1586.90,,-0.18
14:18:44,1586.90,,-0.18
14:18:29,1586.77,,-0.19
14:18:14,1586.76,,-0.19
14:17:59,1586.79,,-0.19
14:17:44,1586.95,,-0.18
14:17:29,1586.99,,-0.18
14:17:14,1587.23,,-0.16
14:16:59,1587.35,,-0.16
14:16:44,1587.20,,-0.17
14:16:29,1587.14,,-0.17
14:16:14,1587.11,,-0.17
14:15:59,1587.09,,-0.17
14:15:44,1586.93,,-0.18
14:15:29,1587.14,,-0.17
14:15:14,1587.17,,-0.17
14:14:59,1587.17,,-0.17
14:14:44,1587.13,,-0.17
14:14:29,1587.05,,-0.18
14:14:14,1587.05,,-0.18
14:13:59,1587.10,,-0.17
14:13:44,1587.06,,-0.17
14:13:29,1587.44,,-0.15
14:13:14,1587.45,,-0.15
14:12:59,1587.28,,-0.16
14:12:44,1587.57,,-0.14
14:12:29,1587.40,,-0.15
14:12:14,1587.34,,-0.16
14:11:59,1587.31,,-0.16
14:11:44,1587.39,,-0.15
14:11:29,1587.30,,-0.16
14:11:14,1587.32,,-0.16
14:10:59,1587.49,,-0.15
14:10:44,1587.36,,-0.16
14:10:29,1587.36,,-0.16
14:10:14,1587.36,,-0.16
14:09:59,1587.42,,-0.15
14:09:44,1587.40,,-0.15
14:09:29,1587.38,,-0.15
14:09:14,1587.18,,-0.17
14:08:59,1586.87,,-0.19
14:08:44,1586.69,,-0.20
14:08:29,1586.91,,-0.18
14:08:14,1587.05,,-0.18
14:07:59,1586.79,,-0.19
14:07:44,1586.76,,-0.19
14:07:29,1586.53,,-0.21
14:07:14,1586.55,,-0.21
14:06:59,1586.61,,-0.20
14:06:44,1586.54,,-0.21
14:06:29,1586.41,,-0.22
14:06:14,1586.52,,-0.21
14:05:59,1586.62,,-0.20
14:05:44,1586.74,,-0.19
14:05:29,1586.64,,-0.20
14:05:14,1586.79,,-0.19
14:04:59,1586.82,,-0.19
14:04:44,1586.87,,-0.19
14:04:29,1586.87,,-0.19
14:04:14,1586.97,,-0.18
14:03:59,1586.86,,-0.19
14:03:44,1587.06,,-0.17
14:03:29,1587.11,,-0.17
14:03:14,1587.04,,-0.18
14:02:59,1587.21,,-0.17
14:02:44,1587.10,,-0.17
14:02:29,1587.11,,-0.17
14:02:14,1587.06,,-0.17
14:01:59,1587.04,,-0.18
14:01:44,1587.04,,-0.18
14:01:29,1587.04,,-0.18
14:01:14,1587.04,,-0.18
14:00:59,1587.05,,-0.18
14:00:44,1586.56,,-0.21
14:00:29,1586.71,,-0.20
14:00:14,1586.71,,-0.20
13:59:59,1586.71,,-0.20
13:59:44,1586.67,,-0.20
13:59:29,1586.47,,-0.21
13:59:14,1586.60,,-0.20
13:58:59,1586.60,,-0.20
13:58:44,1586.27,,-0.22
13:58:29,1586.16,,-0.23
13:58:14,1586.23,,-0.23
13:57:59,1586.43,,-0.21
13:57:44,1586.30,,-0.22
13:57:29,1586.17,,-0.23
13:57:14,1586.10,,-0.24
13:56:59,1586.21,,-0.23
13:56:44,1586.23,,-0.23
13:56:29,1586.72,,-0.20
13:56:14,1586.72,,-0.20
13:55:59,1586.84,,-0.19
13:55:44,1586.84,,-0.19
13:55:29,1586.84,,-0.19
13:55:14,1586.68,,-0.20
13:54:59,1586.64,,-0.20
13:54:44,1586.81,,-0.19
13:54:29,1586.69,,-0.20
13:54:14,1586.68,,-0.20
13:53:59,1586.66,,-0.20
13:53:44,1586.66,,-0.20
13:53:29,1586.84,,-0.19
13:53:14,1586.78,,-0.19
13:52:59,1586.86,,-0.19
13:52:44,1586.80,,-0.19
13:52:29,1586.86,,-0.19
13:52:14,1586.80,,-0.19
13:51:59,1586.85,,-0.19
13:51:44,1586.85,,-0.19
13:51:29,1586.91,,-0.18
13:51:14,1586.80,,-0.19
13:50:59,1586.80,,-0.19
13:50:44,1586.82,,-0.19
13:50:29,1586.74,,-0.19
13:50:14,1586.74,,-0.19
13:49:59,1586.84,,-0.19
